symbol,name,close,yest_close,b1_p,b1_v,volume
300056,中创环保,7.21,6.69,7.2,314,214488
603566,普莱柯,23.81,22.1,23.81,44,143769
300133,华策影视,7.29,6.77,7.29,753,1534480
600818,中路股份,9.34,8.68,9.34,38,73919
300404,博济医药,14.88,13.83,14.87,17,461431
000503,国新健康,18.18,16.9,18.17,22,780710
603660,苏州科达,7.41,6.89,7.4,2217,337107
300612,宣亚国际,28.82,26.8,28.82,1098,323229
600422,昆药集团,11.88,11.05,11.88,8290,890055
301051,信濠光电,129.1,120.15,129.07,1,11928
688626,翔宇医疗,61.15,56.92,61.13,5,29560
300498,温氏股份,20.68,19.26,20.67,672,856458
600576,祥源文化,5.4,5.03,5.39,2014,324824
600861,北京城乡,24.7,23.01,24.7,119,140622
688619,罗普特,23.41,21.81,23.4,35,27733
002235,安妮股份,5.61,5.23,5.6,3249,1065673
603948,建业股份,29.92,27.9,29.92,9,74099
603488,展鹏科技,9.79,9.13,9.79,101,76302
300386,飞天诚信,19.6,18.29,19.6,18,460258
300967,晓鸣股份,28.55,26.66,28.55,544,188713
000782,美达股份,6.38,5.96,6.37,1090,474264
600496,精工钢构,4.56,4.26,4.55,1148,1374712
002193,如意集团,6.74,6.3,6.74,118,65993
603896,寿仙谷,62.03,58.0,62.02,5,68334
300878,维康药业,56.44,52.78,56.44,58,57517
300010,豆神教育,4.48,4.19,4.47,1332,772447
300799,左江科技,100.5,94.0,100.48,1,52453
300391,康跃科技,16.25,15.2,16.24,141,123000
300580,贝斯特,27.3,25.54,27.3,17,67987
600373,中文传媒,13.21,12.36,13.21,1056,456279
002047,宝鹰股份,4.22,3.95,4.21,3923,1831901
002366,台海核电,5.17,4.84,5.17,3229,1103795
300841,康华生物,227.21,212.72,227.2,18,38181
300987,川网传媒,41.44,38.8,41.43,118,91695
300838,浙江力诺,19.5,18.26,19.5,145,69525
300298,三诺生物,31.94,29.91,31.94,3,46111
002982,湘佳股份,52.1,48.79,52.09,259,47422
002835,同为股份,11.2,10.49,11.19,136,79731
300426,唐德影视,9.17,8.59,9.17,144,128149
300651,金陵体育,29.76,27.88,29.76,24,41437
300872,天阳科技,35.6,33.36,35.6,410,150098
600557,康缘药业,13.06,12.24,13.06,241,468056
603086,先达股份,13.22,12.39,13.21,215,118808
688160,步科股份,36.81,34.5,36.75,7,9050
300541,先进数通,14.05,13.17,14.04,39,227851
300640,德艺文创,7.57,7.1,7.56,76,159668
300242,佳云科技,5.19,4.87,5.18,369,746626
002760,凤形股份,27.83,26.12,27.82,24,45853
300364,中文在线,15.8,14.83,15.8,986,1088982
000876,新 希 望,16.2,15.21,16.19,1473,1689257
600252,中恒集团,4.11,3.86,4.11,7106,3905167
002545,东方铁塔,9.71,9.12,9.7,1866,503024
002527,新时达,8.9,8.36,8.89,27,217477
835670,数字人,28.98,27.23,28.97,12,38080
000796,凯撒旅业,8.12,7.63,8.11,185,283114
002908,德生科技,16.6,15.6,16.59,209,178651
300659,中孚信息,48.25,45.35,48.2,27,121487
688087,英科再生,100.5,94.46,99.82,6,8951
600998,九州通,15.66,14.72,15.65,499,313521
002707,众信旅游,6.0,5.64,6.0,237,363434
601567,三星医疗,17.35,16.31,17.35,168,221995
002124,天邦股份,6.85,6.44,6.84,2911,1085816
603129,春风动力,184.0,173.0,184.0,2,12476
300280,紫天科技,35.25,33.15,35.24,20,75782
603758,秦安股份,9.07,8.53,9.07,82,47225
002655,共达电声,19.0,17.87,18.99,977,290327
001205,盛航股份,25.78,24.25,25.77,72,56568
002554,惠博普,4.05,3.81,4.05,15287,1676369
002829,星网宇达,41.91,39.43,41.91,983,47575
002256,兆新股份,5.07,4.77,5.07,850,4154775
603629,利通电子,23.7,22.3,23.66,25,37192
300275,梅安森,12.2,11.48,12.19,384,145010
600936,广西广电,3.23,3.04,3.23,1778,366422
600509,天富能源,6.8,6.4,6.79,718,611597
600397,安源煤业,3.06,2.88,3.06,2274,558294
000026,飞亚达,12.59,11.85,12.59,565,221743
600558,大西洋,3.92,3.69,3.91,1031,539309
300889,爱克股份,20.54,19.34,20.51,3,72416
002037,保利联合,8.56,8.06,8.55,169,181323
603313,梦百合,18.38,17.31,18.38,74,114416
603466,风语筑,28.88,27.2,28.87,86,279039
300088,长信科技,14.1,13.28,14.1,3528,1790244
300144,宋城演艺,15.2,14.32,15.2,3130,662901
600853,龙建股份,2.94,2.77,2.93,702,795050
000906,浙商中拓,11.79,11.11,11.78,7,81668
600358,国旅联合,4.69,4.42,4.68,534,166163
002717,岭南股份,3.66,3.45,3.65,3859,1095359
300609,汇纳科技,18.49,17.43,18.48,15,60374
300063,天龙集团,5.24,4.94,5.23,2636,652895
000912,泸天化,6.64,6.26,6.64,5839,738580
002343,慈文传媒,6.14,5.79,6.13,1277,306720
300743,天地数码,11.93,11.25,11.92,261,40726
600461,洪城环境,8.64,8.15,8.63,122,231887
300106,西部牧业,11.83,11.16,11.83,1100,219605
688107,安路科技-U,76.0,71.7,75.93,20,25776
300972,万辰生物,16.8,15.85,16.8,77,104446
300158,振东制药,8.68,8.19,8.68,468,955982
603721,中广天择,16.51,15.58,16.51,323,114151
002154,报 喜 鸟,5.33,5.03,5.32,155,340065
300336,新文化,4.1,3.87,4.09,5230,718130
300268,佳沃食品,19.64,18.54,19.63,4,64955
600211,西藏药业,55.46,52.36,55.46,537,126641
000888,峨眉山Ａ,6.99,6.6,6.99,613,269015
600513,联环药业,10.23,9.66,10.22,276,163457
300588,熙菱信息,14.19,13.4,14.19,359,86244
002517,恺英网络,6.16,5.82,6.16,938,1186598
600749,西藏旅游,10.69,10.1,10.69,698,110319
603598,引力传媒,11.43,10.8,11.43,47,192767
600575,淮河能源,2.54,2.4,2.53,3345,706241
002157,正邦科技,10.22,9.66,10.22,1284,1069283
300044,*ST赛为,3.51,3.32,3.5,574,203383
300098,高新兴,5.55,5.25,5.55,5977,1575643
002417,深南股份,5.38,5.09,5.37,562,156411
300765,新诺威,16.21,15.34,16.21,476,138382
002826,易明医药,11.57,10.95,11.56,375,62817
000885,城发环境,11.2,10.6,11.19,47,160585
300691,联合光电,24.85,23.52,24.84,43,130252
002289,宇顺电子,7.48,7.08,7.48,250,74128
600121,郑州煤电,5.05,4.78,5.04,5129,579347
300694,蠡湖股份,11.24,10.64,11.24,184,57535
002401,中远海科,10.69,10.12,10.68,64,109243
603977,国泰集团,11.07,10.48,11.06,609,135785
603021,山东华鹏,5.45,5.16,5.44,324,83764
605277,新亚电子,32.18,30.47,32.18,69,34859
002869,金溢科技,16.41,15.54,16.41,125,60312
603918,金桥信息,9.62,9.11,9.62,98,232131
002605,姚记科技,24.0,22.73,23.99,11,173214
300130,新国都,15.5,14.68,15.49,1856,429177
002024,苏宁易购,4.35,4.12,4.35,3878,955578
600060,海信视像,14.2,13.45,14.2,604,376532
300352,北信源,6.44,6.1,6.44,751,912574
001216,华瓷股份,17.64,16.71,17.63,180,127855
002291,星期六,21.07,19.96,21.07,114,308100
600610,中毅达,15.24,14.44,15.24,1169,145240
600620,天宸股份,9.73,9.22,9.73,84,59513
300503,昊志机电,13.57,12.86,13.56,375,161411
688312,燕麦科技,28.49,27.0,28.48,13,16665
301035,润丰股份,61.19,58.0,61.18,11,18184
002491,通鼎互联,5.19,4.92,5.18,191,272978
600804,鹏博士,6.54,6.2,6.54,3593,876242
603995,甬金股份,61.03,57.86,61.02,102,33989
300683,海特生物,62.82,59.56,62.82,224,44589
300993,玉马遮阳,30.28,28.71,30.27,2,27066
603399,吉翔股份,6.97,6.61,6.97,541,127975
603233,大参林,44.4,42.11,44.38,5,163276
002728,特一药业,18.05,17.12,18.04,75,229787
600598,北大荒,15.35,14.56,15.35,605,592468
600138,中青旅,10.94,10.38,10.94,77,382314
603099,长白山,11.55,10.96,11.54,12,102134
300621,维业股份,9.62,9.13,9.61,51,58702
603565,中谷物流,29.91,28.39,29.9,131,55900
600510,黑牡丹,7.88,7.48,7.88,2355,158129
002691,冀凯股份,5.32,5.05,5.31,176,171389
600986,浙文互联,8.88,8.43,8.87,5979,3854230
300770,新媒股份,63.2,60.0,63.2,28,110839
002483,润邦股份,8.51,8.08,8.51,980,569011
002940,昂利康,38.26,36.33,38.25,1,45222
605218,伟时电子,17.26,16.39,17.26,368,97157
002241,歌尔股份,56.96,54.1,56.95,1731,587290
002131,利欧股份,2.59,2.46,2.59,29218,3847032
000889,中嘉博创,3.8,3.61,3.8,978,495586
002726,龙大美食,11.01,10.46,11.0,2177,408714
000833,粤桂股份,7.01,6.66,7.0,460,345752
603022,新通联,13.05,12.4,13.04,3,33803
600965,福成股份,6.83,6.49,6.82,370,162224
002273,水晶光电,18.3,17.39,18.29,184,720992
002770,*ST科迪,2.42,2.3,2.42,71097,9464
002731,萃华珠宝,11.3,10.74,11.3,157,247614
300324,旋极信息,4.04,3.84,4.03,6576,819866
002495,佳隆股份,2.84,2.7,2.83,6465,793381
600093,*ST易见,2.64,2.51,2.64,1342,276219
300344,立方数科,8.53,8.11,8.52,150,573612
000963,华东医药,42.28,40.2,42.27,11,404183
300143,盈康生命,14.85,14.12,14.85,6,113301
003017,大洋生物,43.96,41.8,43.96,317,121163
603773,沃格光电,21.58,20.52,21.58,31,24460
603157,*ST拉夏,2.24,2.13,2.24,1152,90400
600260,ST凯乐,3.26,3.1,3.26,19596,535117
600280,中央商场,3.06,2.91,3.05,2855,277608
002822,中装建设,6.12,5.82,6.12,828,578882
000509,*ST华塑,3.06,2.91,3.06,120629,18846
300462,华铭智能,13.88,13.2,13.87,163,97066
601158,重庆水务,6.74,6.41,6.73,293,180070
603959,百利科技,16.57,15.76,16.55,213,86574
002684,*ST猛狮,3.89,3.7,3.89,2932,235814
300220,金运激光,19.92,18.95,19.91,129,122839
002640,*ST跨境,3.29,3.13,3.29,19909,535143
300892,品渥食品,42.59,40.52,42.58,31,37072
600695,*ST绿庭,5.36,5.1,5.36,925,104184
601789,宁波建工,3.92,3.73,3.91,750,319330
600652,*ST游久,2.89,2.75,2.89,3604,114751
603096,新经典,31.0,29.5,30.99,141,38273
000428,华天酒店,3.31,3.15,3.3,1835,181146
002503,搜于特,1.66,1.58,1.65,74600,1776270
002468,申通快递,9.55,9.09,9.54,190,395033
600829,人民同泰,7.06,6.72,7.06,370,115477
600647,同达创业,13.5,12.85,13.5,87,20123
300081,恒信东方,19.32,18.39,19.32,535,783639
600781,ST辅仁,3.74,3.56,3.74,6571,131748
002321,*ST华英,3.12,2.97,3.12,45084,100662
000707,*ST双环,7.71,7.34,7.71,11322,77009
000980,*ST众泰,6.67,6.35,6.67,100352,25806
603555,ST贵人,2.92,2.78,2.92,49145,181980
300883,龙利得,8.97,8.54,8.96,737,167908
000687,*ST华讯,1.88,1.79,1.88,11079,206579
003040,楚天龙,27.64,26.32,27.64,547,112267
002473,*ST圣莱,12.57,11.97,12.57,3149,9134
600671,ST目药,9.43,8.98,9.43,2577,23233
002562,兄弟科技,5.24,4.99,5.23,2611,459394
000525,ST红太阳,9.24,8.8,9.24,8560,209575
001215,千味央厨,61.12,58.21,61.12,37,19419
603032,*ST德新,84.28,80.27,84.28,1898,14585
300115,长盈精密,20.83,19.84,20.82,37,396623
600186,莲花健康,3.16,3.01,3.15,2626,378535
002470,ST金正,3.16,3.01,3.16,51665,626046
600599,ST熊猫,8.64,8.23,8.64,30664,1061
002190,成飞集成,35.45,33.77,35.44,193,292962
002878,元隆雅图,20.68,19.7,20.68,834,117260
600637,东方明珠,9.92,9.45,9.92,13806,1285007
300448,浩云科技,7.39,7.04,7.38,81,326527
600561,江西长运,5.28,5.03,5.27,63,55501
600734,*ST实达,3.17,3.02,3.17,55053,97889
000513,丽珠集团,42.2,40.21,42.19,60,186250
003037,三和管桩,11.46,10.92,11.46,634,64591
300583,赛托生物,25.9,24.68,25.9,174,39587
603439,贵州三力,16.56,15.78,16.56,625,241436
834021,流金岁月,6.39,6.09,6.39,908,255323
688367,工大高科,26.2,24.97,26.18,4,29217
600136,当代文体,7.03,6.7,7.03,249,176637
000619,海螺型材,5.54,5.28,5.53,55,102158
600139,ST西源,2.56,2.44,2.56,47740,36818
300258,精锻科技,13.44,12.81,13.44,1159,87932
603171,税友股份,36.93,35.2,36.92,73,44949
603687,大胜达,11.33,10.8,11.33,13,90778
002175,*ST东网,2.57,2.45,2.56,3371,151685
002431,棕榈股份,3.43,3.27,3.43,1272,534466
300901,中胤时尚,13.31,12.69,13.31,56,47784
600654,ST中安,2.58,2.46,2.58,63198,177269
003010,若羽臣,23.44,22.35,23.44,396,36032
002330,得利斯,6.89,6.57,6.89,1762,127204
002086,ST东洋,3.23,3.08,3.23,60109,189717
601919,中远海控,19.6,18.69,19.59,2346,2799141
002836,新宏泽,10.15,9.68,10.14,119,38962
603996,*ST中新,2.16,2.06,2.16,2281,139554
600518,*ST康美,3.24,3.09,3.24,703748,45601
003006,百亚股份,18.8,17.93,18.8,59,47456
002633,申科股份,8.88,8.47,8.87,119,30553
300047,天源迪科,8.24,7.86,8.24,491,560475
300703,创源股份,11.94,11.39,11.94,844,165813
300134,大富科技,13.25,12.64,13.24,1057,312744
000850,华茂股份,4.78,4.56,4.77,710,199083
000856,冀东装备,8.11,7.74,8.1,34,99611
300771,智莱科技,20.41,19.48,20.4,513,48520
002548,金新农,6.15,5.87,6.15,338,473882
688557,兰剑智能,28.81,27.5,28.8,10,13397
600225,*ST松江,3.3,3.15,3.29,2040,49207
300551,古鳌科技,17.61,16.81,17.6,75,67655
600505,西昌电力,11.01,10.51,11.01,1166,574949
002298,中电兴发,7.95,7.59,7.94,193,266433
000869,张  裕Ａ,33.37,31.86,33.36,26,68709
605180,华生科技,36.97,35.3,36.96,31,14067
000983,山西焦煤,8.66,8.27,8.66,4416,1067985
300061,旗天科技,11.12,10.62,11.11,1337,768675
000950,重药控股,5.34,5.1,5.33,187,428184
000919,金陵药业,8.01,7.65,8.0,87,274515
300879,大叶股份,20.7,19.77,20.68,34,30904
600803,新奥股份,19.22,18.36,19.21,96,165312
605089,味知香,99.29,94.85,99.29,36,37319
001219,青岛食品,32.03,30.6,32.03,101,68862
603232,格尔软件,16.85,16.1,16.84,93,79060
002432,九安医疗,51.85,49.55,51.84,2019,1073652
603196,日播时尚,8.35,7.98,8.35,25,75131
600228,返利科技,7.24,6.92,7.24,109,47786
002799,环球印务,12.68,12.12,12.68,278,38977
002609,捷顺科技,10.2,9.75,10.2,3182,128889
002743,富煌钢构,7.49,7.16,7.48,967,209516
688004,博汇科技,36.78,35.16,36.76,6,15064
300078,思创医惠,7.72,7.38,7.71,2151,499267
605299,舒华体育,20.0,19.12,20.0,31,76854
002985,北摩高科,126.0,120.46,126.0,16,76129
600380,健康元,13.43,12.84,13.42,185,504710
300348,长亮科技,16.39,15.67,16.38,439,295800
603138,海量数据,16.62,15.89,16.61,151,101205
600123,兰花科创,9.8,9.37,9.79,426,589746
301025,读客文化,22.8,21.8,22.8,278,184975
002348,高乐股份,2.28,2.18,2.27,6138,604716
603533,掌阅科技,26.68,25.51,26.68,105,171059
000566,海南海药,5.49,5.25,5.48,1470,653266
000430,张家界,5.95,5.69,5.94,600,83407
688128,中国电研,30.91,29.56,30.91,10,40033
000622,恒立实业,4.13,3.95,4.12,1170,165225
600277,亿利洁能,5.51,5.27,5.5,5140,1539613
600354,敦煌种业,6.89,6.59,6.89,875,442868
600051,宁波联合,7.81,7.47,7.8,186,54868
002899,英派斯,16.09,15.39,16.08,125,60282
000798,中水渔业,8.07,7.72,8.06,414,145810
300162,雷曼光电,11.31,10.82,11.3,601,142328
301032,新柴股份,13.39,12.81,13.39,647,64032
688639,华恒生物,135.1,129.25,135.1,130,12754
688005,容百科技,120.8,115.58,120.75,16,143754
603609,禾丰股份,10.7,10.24,10.69,373,113581
000948,南天信息,14.9,14.26,14.89,32,200665
300546,雄帝科技,18.64,17.84,18.64,368,59206
600758,辽宁能源,3.97,3.8,3.96,1040,329645
600146,*ST环球,3.76,3.6,3.75,2339,480191
605339,南侨食品,34.8,33.32,34.79,133,45779
600097,开创国际,12.03,11.52,12.02,168,82584
002772,众兴菌业,8.73,8.36,8.73,2764,243377
688118,普元信息,25.5,24.42,25.46,9,13372
600975,新五丰,7.09,6.79,7.09,2219,396315
300504,天邑股份,20.19,19.34,20.18,99,103054
600383,金地集团,13.54,12.97,13.54,927,787620
603939,益丰药房,57.53,55.11,57.5,5,120795
300296,利亚德,10.7,10.25,10.69,2223,1342597
000905,厦门港务,7.85,7.52,7.84,682,331722
300403,汉宇集团,6.9,6.61,6.89,1078,244793
000676,智度股份,8.11,7.77,8.11,751,712607
300003,乐普医疗,23.62,22.63,23.61,124,388157
600556,天下秀,12.89,12.35,12.89,1119,670342
603949,雪龙集团,23.9,22.9,23.89,1,56269
002345,潮宏基,5.75,5.51,5.75,1014,422381
002362,汉王科技,17.98,17.23,17.97,86,87573
601116,三江购物,9.83,9.42,9.83,133,168376
300578,会畅通讯,30.94,29.65,30.94,278,99460
603383,顶点软件,37.46,35.9,37.45,31,15658
600201,生物股份,17.06,16.35,17.05,66,282881
000158,常山北明,7.22,6.92,7.21,1333,596468
300564,筑博设计,22.9,21.95,22.89,10,21661
603603,博天环境,7.01,6.72,7.0,2456,110040
603779,威龙股份,8.49,8.14,8.48,1930,93933
300846,首都在线,15.77,15.12,15.77,780,276564
600082,海泰发展,3.16,3.03,3.16,22,108328
002385,大北农,10.94,10.49,10.94,6,1878029
601949,中国出版,6.09,5.84,6.09,236,302307
300647,超频三,8.53,8.18,8.53,334,162178
603813,原尚股份,17.59,16.87,17.59,95,11512
000526,学大教育,19.8,18.99,19.79,20,66767
300292,吴通控股,4.16,3.99,4.15,1680,770629
600103,青山纸业,2.94,2.82,2.93,2800,728251
002069,獐子岛,3.43,3.29,3.43,428,330920
002647,仁东控股,10.07,9.66,10.07,844,724726
002530,金财互联,6.88,6.6,6.88,581,254885
600285,羚锐制药,16.47,15.8,16.47,261,371079
603289,泰瑞机器,10.08,9.67,10.07,159,53513
603499,翔港科技,9.59,9.2,9.59,61,22414
300219,鸿利智汇,16.48,15.81,16.48,593,155919
002696,百洋股份,6.16,5.91,6.16,102,80913
300198,纳川股份,4.19,4.02,4.19,1690,462753
600729,重庆百货,27.12,26.02,27.12,23,37356
300553,集智股份,40.45,38.81,40.45,122,16183
002481,双塔食品,8.88,8.52,8.88,2358,329778
300766,每日互动,16.29,15.63,16.29,598,190442
600363,联创光电,32.35,31.04,32.35,1881,98935
603019,中科曙光,28.73,27.57,28.72,296,350336
000702,正虹科技,5.21,5.0,5.2,561,86141
600302,标准股份,5.22,5.01,5.21,32,45620
601918,新集能源,4.73,4.54,4.72,10136,920028
300330,华虹计通,9.96,9.56,9.95,74,48331
002555,三七互娱,28.15,27.02,28.14,97,517556
002773,康弘药业,21.2,20.35,21.2,540,412491
300189,神农科技,4.99,4.79,4.99,495,914162
603316,诚邦股份,5.75,5.52,5.75,139,73225
300592,华凯创意,19.5,18.72,19.5,74,33703
002712,思美传媒,5.25,5.04,5.25,935,317980
002567,唐人神,7.78,7.47,7.77,1817,588396
301068,大地海洋,31.9,30.63,31.9,271,36837
600830,香溢融通,5.8,5.57,5.8,523,127015
600792,云煤能源,4.29,4.12,4.28,690,274383
